,image_id,question,question_id,answer
65133,108982,What color is the bird?,108982003,blue and white
65134,435012,How many people are there?,435012000,3
65135,576566,What is the boy doing on a skateboard?,576566004,jumping
65136,330495,How many photos in one?,330495002,3
65137,128812,Is the oven door open?,128812007,no
65138,551533,What color is the sign on the fence?,551533001,yellow
65139,122172,What is near the baby elephant's feet?,122172000,rock
65140,393288,What is displayed under the triangular dome?,393288004,windows
65141,136285,What is this person wearing on her head?,136285009,hat
65142,377802,Does the woman have shoes on?,377802006,yes
65143,175535,What color is the plate?,175535002,white
65144,229139,What looks like it has been packed in the suitcase so far?,229139001,cat
65145,368196,What does the sticker say?,368196000,nobel
65146,143769,What kind of horse is this?,143769001,shetland pony
65147,379014,What type of building is this?,379014009,office
65148,402528,How many forks are there?,402528000,1
65149,444719,What color is the woman's purse?,444719002,white
65150,78771,What type of electronics is pictured?,78771002,laptop
65151,296105,How many clocks?,296105004,1
65152,489235,How many people work on this desk?,489235001,1
65153,481252,Where is a baby's face?,481252001,on placemat
65154,114453,What is the color of her bracelet?,114453000,purple
65155,460229,"Does ""Pare"" mean ""Stop"" in another language?",460229001,yes
65156,370697,How many sinks are in the kitchen?,370697000,2
65157,492608,Is the person  wearing shorts?,492608006,no
65158,391255,Are they happy?,391255004,yes
65159,394611,What is the giraffe looking at?,394611000,tree
65160,447088,Are the players wearing hats?,447088003,yes
65161,349199,How many different types of boats are seen?,349199002,2
65162,208494,What is the giraffe doing?,208494002,eating
65163,101053,How many people can be seen on the sidewalk?,101053008,9
65164,469810,How many urinals are visible?,469810003,5
65165,190760,What type of animal is this?,190760000,cat
65166,98674,How many birds are on the tree?,98674002,1
65167,10694,How many living things are shown?,10694010,1
65168,364102,Why does the woman have her thumb up?,364102004,no
65169,387387,What color is the bus?,387387000,yellow
65170,138556,What color is the suitcase?,138556001,green
65171,16356,Are they both wearing hats?,16356000,no
65172,221914,Is the plate on top of a tablecloth?,221914003,yes
65173,363767,Is the horse wearing a bridle?,363767001,no
65174,101647,What room is this in?,101647016,bathroom
65175,273642,What color is the dog?,273642005,black and white
65176,208363,What is the person in the black jacket with red shirt pointing at with his right hand?,208363001,pizza
65177,107105,What does the English part of the sign say?,107105014,macau welcomes you
65178,271828,What is mainly featured?,271828002,train
65179,32587,Which animals are these?,32587000,sheep
65180,450885,What color are the seats?,450885007,green
65181,125944,What does the pink note say?,125944002,close door when you leave!!! thanks
65182,335887,What is the name on the side of the train?,335887018,csx
65183,262227,What color is the ribbon?,262227003,purple
65184,347335,What is on top of the table?,347335001,plate of food
65185,494571,Is the bus on the street?,494571002,no
65186,502024,What kind of controller is this?,502024010,wii
65187,444343,What does the man appear to be drinking?,444343005,wine
65188,397322,Is the refrigerator in use?,397322008,yes
65189,550084,Does this city have a mass transit system?,550084002,no
65190,206579,Could this be Christmas season?,206579003,no
65191,460059,How many people?,460059002,2
65192,529256,What color is the wall?,529256001,orange
65193,5860,Has this Pepsi been drunk from yet?,5860003,yes
65194,346716,In what century was the photo taken?,346716003,20th
65195,536879,Is Ashton Kutcher acting or sitting in his home?,536879002,acting
65196,478922,What's for breakfast here?,478922000,eggs and sausage
65197,147904,Is it about to rain?,147904011,yes
65198,507668,Is that a path in the foreground?,507668002,yes
65199,475024,What color is the vase?,475024002,black and white
65200,47071,Is the giraffe going to eat the leaves?,47071000,yes
65201,444927,How many people do you see?,444927000,1
65202,579902,Where are shadows?,579902001,yes
65203,569850,What does the red and white sign mean?,569850002,resident permit parking only
65204,404738,Is this an antique jar?,404738000,yes
65205,168544,How many bites are missing from the doughnut?,168544002,1
65206,161602,Is the parking lot full?,161602001,no
65207,164848,What color is his suit?,164848002,blue
65208,33990,Is the garden fenced all around?,33990001,no
65209,214386,Are the girls having fun?,214386003,yes
65210,531069,Is the man wearing a hat?,531069000,yes
65211,215303,Why are there 5 glasses?,215303002,no
65212,551533,What color flowers are visible?,551533002,yellow
65213,34020,What is man in checkered doing?,34020009,skiing
65214,154711,Is this painted?,154711002,yes
65215,479280,What is the silver thing on the bed?,479280001,pillow
65216,259475,Is the cat wearing a collar?,259475001,no
65217,34567,Is there ketchup on the dog?,34567001,no
65218,491681,What is underneath the man's feet?,491681004,surfboard
65219,200643,Is the ship docked?,200643002,yes
65220,372494,What sport is this?,372494000,baseball
65221,542205,What are the people doing?,542205002,walking
65222,263211,Where is the giraffe?,263211001,zoo
65223,310177,What color is the tablecloth?,310177003,green
65224,342025,What is the stand out color on the wall?,342025005,white
65225,529270,Is this man at work?,529270002,yes
65226,334311,Is this bench in a garden?,334311001,yes
65227,519706,Is the wall yellow?,519706001,yes
65228,364587,How new is this train?,364587004,old
65229,119995,What color is the person in the background wearing?,119995000,blue
65230,66360,How many drinks are on the table?,66360005,2
65231,280083,Does the little girl have pigtails?,280083029,yes
65232,215755,Is the water calm?,215755001,yes
65233,383513,How many people are on the boat?,383513002,4
65234,24104,What color is this desk?,24104008,gray
65235,499672,What color is the horse?,499672000,white
65236,265372,Is this boat going to the market to sell the banana?,265372006,no
65237,412793,How many stories in the building?,412793000,3
65238,555905,Is it likely that wax was applied to this floor at some point?,555905017,no
65239,252383,Are the people having fun?,252383000,yes
65240,200089,On what continent is this scene most likely based on?,200089005,europe
65241,156497,Is the lamp on or off?,156497007,on
65242,524333,Are these people learning?,524333002,no
65243,157789,Is the pizza on a tray?,157789002,yes
65244,495288,What is on the man's tie?,495288001,pin
65245,407002,How many skis is the man wearing?,407002004,2
65246,83565,How many vegetables are in the bowl?,83565000,7
65247,570781,Is this person wearing socks?,570781002,no
65248,292206,What is written on the black bag?,292206006,nothing
65249,116361,Is he in love with one of the girls?,116361005,no
65250,443281,Does the bathroom appear clean?,443281002,yes
65251,526044,Does this cow give milk?,526044032,yes
65252,219283,Is it bigger than a breadbox?,219283012,yes
65253,383826,Is the man trying to rescue someone?,383826012,no
65254,189305,What are the people doing?,189305000,talking
65255,361177,Is the dog trying to type?,361177002,no
65256,42215,Which fruit tastes sweeter?,42215001,orange
65257,118237,What is on the pillow on the right?,118237000,woman's face
65258,205101,What is sliced on the plate?,205101021,sandwich
65259,293026,Are the boats moving?,293026001,no
65260,337083,What sign is above the fire hydrant?,337083002,do not enter
65261,249969,What color is the broth of this dish?,249969009,brown
65262,21001,Where is the luggage?,21001002,on bed
65263,211775,What color tie is she wearing?,211775001,blue
65264,166391,Is the road busy?,166391011,no
65265,197749,The flowers in the picture are called what?,197749002,sunflowers
65266,25603,Is the girl drinking soda pop?,25603000,no
65267,75884,What is behind the man?,75884002,house
65268,546191,How many people are in this picture?,546191002,1
65269,350688,What sport is this man attempting?,350688003,skateboarding
65270,114871,Is the banana still green?,114871006,no
65271,402626,Are the sheep in danger?,402626003,no
65272,120254,Can you wash your hands here?,120254001,yes
65273,505934,Are the seats empty?,505934000,no
65274,374734,What is the person doing?,374734000,water skiing
65275,75923,Is it a sunny day?,75923002,yes
65276,112997,Is this a house phone?,112997003,no
65277,395462,What are they standing on?,395462000,grass
65278,449793,How many traffic lights are pictured?,449793001,2
65279,350522,Does the cat love the plant?,350522001,yes
65280,34874,Is the man left handed or right handed?,34874012,right
65281,480536,Is this an iPhone?,480536005,no
65282,112240,Is the water calm?,112240001,yes
65283,64439,What does the shirt say?,64439004,asics
65284,114049,How many people are wearing a backpack?,114049000,1
65285,340398,What is on the ground?,340398002,mountains
65286,526767,What color are the curtains?,526767003,white
65287,41773,Is it a sunny day?,41773022,yes
65288,504293,How many boards make up the bench seat?,504293010,20
65289,410272,What is this man's job?,410272001,chef
65290,355762,What color is the wristband on his left arm?,355762005,white
65291,411201,What movie does the name of the bus remind you of?,411201001,jurassic park
65292,390689,What is this man laying on?,390689002,surfboard
65293,433204,How many people are wearing similar clothing?,433204004,3
65294,424172,What are the people on?,424172003,surfboards
65295,243852,Is the shirt striped?,243852003,yes
65296,111819,What vehicle do they appear to be riding?,111819006,bus
65297,575372,What does the brown sign say?,575372002,route 66
65298,204471,Where are the forks?,204471005,table
65299,355860,How many giraffes are in this photo?,355860001,5
65300,170898,Is the animal old?,170898002,yes
65301,393682,Is that a fork or knife sticking out of the mixture?,393682003,fork
65302,315178,How many people are riding elephants near the river?,315178000,2
65303,352978,What kind of room is this?,352978002,living room
65304,512183,Is the dog happy?,512183000,yes
65305,519649,Is the oven open or closed?,519649001,closed
65306,196415,How many tires are there?,196415001,2
65307,487861,Is this area good for ice skating?,487861000,no
65308,317206,Is the stove on or off?,317206002,off
65309,575110,Does the man have a beard?,575110001,yes
65310,335887,Does this train haul coal?,335887012,yes
65311,375765,How many giraffes are there?,375765001,3
65312,54643,Is the dog snuggling with its mom?,54643000,no
65313,489482,What time of day is this?,489482000,afternoon
65314,501429,What kind of outfit is the baby caring?,501429000,overalls
65315,7559,What are the colored items used for?,7559002,brushing teeth
65316,299448,How many train windows?,299448004,many
65317,402609,What color is the desk?,402609002,tan
65318,189245,Is there snow on the mountains?,189245005,yes
65319,524263,How many animals are there?,524263002,2
65320,451621,What does the red sign say?,451621000,stop
65321,405104,Is there a cemetery near?,405104003,no
65322,557339,How many are wearing glasses?,557339013,2
65323,511599,Is this a prosperous village?,511599004,no
65324,58655,What time does it say?,58655001,7:33
65325,472623,What is the biker jumping over?,472623005,rocks
65326,397,What toppings are on the pizza?,397003,cheese
65327,414664,Is this horse a bay?,414664001,yes
65328,341309,Is this a wedding?,341309001,no
65329,405778,How many zebras can you see?,405778007,3
65330,373574,Is there a phone in the picture?,373574002,yes
65331,148197,Are them flowers alive?,148197001,yes
65332,322987,What are on the stuffed animal's heads?,322987021,bow
65333,234518,What sport are the girls playing?,234518004,frisbee
65334,537860,What is the man holding?,537860001,toothbrush
65335,571584,What is the blue thing?,571584033,bus
65336,238836,What color is the traffic light?,238836002,red
65337,181237,Is this taken at night?,181237001,no
65338,147375,What does the boy have in his hand?,147375001,laptop
65339,259854,What does the billboard say?,259854001,dress code?
65340,89500,How many lights line the street?,89500002,1
65341,205378,Is anyone sleeping in this picture?,205378002,no
65342,220531,What's on the girls shirt?,220531013,patch
65343,315601,How many people are on bikes?,315601017,6
65344,478798,Is she looking for a birthday gift?,478798002,yes
65345,231655,Who is steering the boat?,231655002,man
65346,69015,Is there a soda bottle in this picture?,69015008,yes
65347,3934,What is the girl standing on?,3934003,carpet
65348,388026,How many umbrellas can be seen?,388026007,0
65349,330954,Where are the sandwiches?,330954002,on plate
65350,168543,What kind of animal is this?,168543000,cat
65351,386224,What is the man with the camera looking at?,386224001,woman
65352,492846,What is the purpose of the round objects they are holding?,492846005,steer video game cars
65353,109539,Are these people real?,109539002,no
65354,348854,What other vegetable besides carrots are in the picture?,348854001,broccoli
65355,233187,Are these kids related?,233187000,yes
65356,250001,"Do you see the second tennis player, in the picture?",250001000,no
65357,478665,What color is this birds beak?,478665002,orange and yellow
65358,545749,Why are the trucks parked here?,545749002,repairs
65359,381262,Is it daytime?,381262002,no
65360,463211,What type of hairstyle is the girl wearing?,463211000,bun
65361,428105,Is there cheese on the pizzas?,428105000,yes
65362,467675,Is the sink hooked up to the plumbing?,467675001,yes
65363,261679,Is the stove electric of gas?,261679001,electric
65364,510955,What is this room?,510955002,kitchen
65365,466410,Are the flowers alive?,466410001,yes
65366,538589,What is this room in a house called?,538589007,bathroom
65367,456865,Is there a jet on the taxiway?,456865001,yes
65368,283833,What animal is this?,283833000,dog
65369,320664,Does any of the food have cheese on it?,320664000,yes
65370,342322,How many people are in the picture?,342322002,1
65371,65741,Is green the primary color in this photo?,65741002,no
65372,49473,Is the vase made of plastic?,49473003,no
65373,258061,What is he wearing?,258061002,wetsuit
65374,463203,Is there a Mini Cooper on the road?,463203004,no
65375,133819,Where is the red double Decker bus?,133819002,behind blue bus
65376,423036,Is the dog running?,423036000,no
65377,412963,"One sheep steering in the opposite direction, what color is his face?",412963001,black
65378,320641,Is there any running water in this picture?,320641012,no
65379,252911,Is the motorcycle rider wearing a helmet?,252911001,yes
65380,105973,Has the batter hit the ball?,105973001,no
65381,570039,Is the woman trying to brush the child's teeth?,570039000,yes
65382,275034,What is on the woman's head?,275034000,helmet
65383,20671,Is this an attentive animal?,20671002,yes
65384,312890,How many zebras are there?,312890001,2
65385,187543,Is it snow here?,187543010,no
65386,199681,What time is it?,199681001,2:46
65387,158344,Where is the soap?,158344003,on sink
65388,148243,Where do these people work?,148243006,office
65389,164372,How many wheels does the truck have?,164372001,8
65390,491755,Are there curtains or blinds on these windows?,491755015,both
65391,207926,Is the street wet?,207926000,yes
65392,107105,Is the man in front of the motorcycle wearing appropriate footwear?,107105011,no
65393,372300,Does he have on the appropriate shirt to wear with a tie?,372300003,no
65394,61422,How many mirrors are there?,61422003,1
65395,475195,How many pineapples are shown?,475195010,0
65396,427160,What is the kid holding?,427160007,glove
65397,141828,What brand is the open laptop?,141828004,apple
65398,549907,Where is the tusk?,549907011,on elephant
65399,135139,How do you know the fruit are not ready to eat?,135139003,green
65400,122203,Is there a baby present?,122203000,no
65401,508247,Are all three cars facing the same direction?,508247000,no
65402,206596,What is the length of this baseball bat?,206596003,short
65403,170181,Is it cold outside?,170181003,yes
65404,576222,Is the man eating with a utensil or his hands?,576222003,hands
65405,144539,What color is the couch?,144539000,pink
65406,237011,What kind of drinks are behind the pizza?,237011003,wine
65407,196295,Are these elephants in captivity?,196295002,no
65408,463084,Are there any passengers riding the bus?,463084000,yes
65409,104345,Why is the sky black?,104345016,dark
65410,43997,Are these toilets?,43997007,no
65411,431208,What is the player's number?,431208000,19
65412,549887,What are the significance of the symbols around the edge of the plate?,549887009,leaves
65413,571449,What kind of bug is in the food?,571449000,worm
65414,232148,What kind of weather it is?,232148001,cloudy
65415,491755,What color are the curtains?,491755018,white
65416,142500,What color is this vegetable?,142500001,green
65417,117015,Does the giraffe have a long neck?,117015004,yes
65418,145921,What are those trucks used for in the bottom right corner?,145921000,cargo
65419,460160,Is the bird tied to a fence?,460160002,no
65420,279491,What is the person in red holding?,279491003,plate
65421,535668,What is the man in black doing?,535668001,umpiring
65422,112608,Which horse is white?,112608009,none
65423,526580,Is the man wearing a hat?,526580012,no
65424,224557,What is the hot dog sitting on?,224557000,paper
65425,243857,Was this taken inside?,243857009,yes
65426,398007,What color is the building on the left?,398007001,white
65427,173401,What kind of topography is the animal in?,173401003,grass
65428,465879,Is the rider's helmet protective?,465879003,yes
65429,368335,Are the cars in a parking lot?,368335002,yes
65430,315181,What are the sandwiches on?,315181001,paper
65431,483348,What is this room made of?,483348002,wood
65432,124157,How many bunches of bananas are there?,124157003,0
65433,189305,Is he left or right handed?,189305012,right
65434,528866,What vegetable is on the plate?,528866002,squash
65435,169849,Are there clouds in the sky?,169849001,yes
65436,541909,What sport is being played?,541909001,tennis
65437,385115,Is the woman flying a blue kite?,385115010,no
65438,54300,Is the dog looking at the cat?,54300002,no
65439,181524,What is the gas price?,181524002,3.81
65440,307073,What is the girl wearing a bikini standing next to?,307073019,dog
65441,384215,Are these boats still in use today?,384215001,yes
65442,434467,How fast is the motorcyclist traveling?,434467005,slow
65443,200978,How many pictures?,200978009,4
65444,288599,How many people are shown?,288599002,2
65445,185901,Is this a blender?,185901006,no
65446,194595,What is for sale in the photo?,194595006,scissors
65447,195889,What is the design on the wallpaper?,195889002,flowers
65448,532761,What kind of chair is next to the couch?,532761012,armchair
65449,329931,Is the door open or closed?,329931000,open
65450,564936,What is the man wearing on his feet?,564936006,skis
65451,54092,What yellow fruit is in the top left corner?,54092004,apple
65452,378928,What brand of shoes is the women wearing?,378928002,adidas
65453,238125,How many lamps are there?,238125002,1
65454,199842,What color is the bus?,199842004,yellow
65455,263351,What color is her jacket?,263351005,red
65456,268745,Is the train in focus in the picture?,268745014,yes
65457,432176,Does the window have decoration?,432176003,yes
65458,285633,How many candles are on the cake?,285633000,1
65459,318022,Is he looking in a mirror?,318022004,yes
65460,473839,Is the man handcuffed?,473839004,no
65461,133827,What color is the hydrant?,133827004,red
65462,400265,Where person is standing what it is?,400265000,stage
65463,263346,What is on the tail of the plane?,263346011,logo
65464,51250,How many horses are there?,51250002,1
65465,168686,Are blueberries supposed to have a white coating?,168686000,yes
65466,330410,What are they playing?,330410002,wii
65467,447553,What is the person holding?,447553000,kite
65468,491508,What has fallen to the ground?,491508001,leaves
65469,481793,Is she wearing a wetsuit?,481793002,yes
65470,19608,Where is the bench in relation to the man on the bike?,19608000,right
65471,91495,What color hats do they wear?,91495000,black
65472,177802,How many pairs of shoes?,177802001,1
65473,17707,What is this used for?,17707002,relaxing
65474,466787,Which fruits are these?,466787014,apples and bananas
65475,344744,What is the bear looking at?,344744000,water
65476,32625,Does the photographer have an appetite?,32625000,yes
65477,493724,What kind of instrument is the person in the levi's playing?,493724001,guitar
65478,236505,Is the kite going to fly?,236505002,yes
65479,144715,What direction is the steam dispersing?,144715004,left
65480,404607,Are these men or women?,404607001,men
65481,530278,Is this a modern vase?,530278003,no
65482,562485,Is the person wearing Rouge?,562485005,no
65483,567315,What colors are the front car of the train?,567315001,red and yellow
65484,569850,How many signs are there?,569850011,2
65485,208494,Is someone not concerned about giraffe spit?,208494001,yes
65486,114184,What is in the glass baking dish?,114184012,rolls
65487,164568,Are there only animals in this area of grass?,164568000,no
65488,18928,What is the little girl doing with her hands?,18928002,eating
65489,312890,How many stripes can be seen?,312890006,20
65490,79619,How many chairs are in the picture?,79619011,1
65491,482319,Is there a stuffed dog pictured?,482319003,yes
65492,558915,What activity are these people participating in?,558915002,skateboarding
65493,5064,What is the man in black called?,5064011,umpire
65494,391463,What color are the surfboards?,391463021,blue
65495,570714,Can she see past her umbrella?,570714000,no
65496,399666,Is he playing on the beach?,399666002,yes
65497,496267,Are the zebras moving?,496267004,yes
65498,79501,Does this zebra have a spot on it's belly?,79501002,no
65499,261072,What color is the phone?,261072003,black
65500,364665,What is baking in the oven?,364665006,muffins
65501,4576,What time was this picture take?,4576004,evening
65502,1590,What are the items in?,1590000,truck
65503,507750,Into what is the skier jumping?,507750002,water
65504,534019,Where is the fork?,534019001,bowl
65505,537692,What is made of metal?,537692000,scissors
65506,141887,What color is the person's board?,141887000,blue
65507,281111,What can you make in this oven?,281111005,pizza
65508,173340,Do the iPhone have apps available for low carb dieting?,173340001,yes
65509,424220,What kind of cat food does this kitty eat?,424220001,friskies
65510,372300,How many people are shown?,372300006,1
65511,319100,Does the couple have glasses?,319100004,no
65512,138806,What color is the kitchen?,138806000,white
65513,375554,What are the men riding?,375554008,motorcycles
65514,56960,Are both monitors manufactured by the same company?,56960002,yes
65515,98287,How many ski lifts are there?,98287000,0
65516,92377,What color is the bird's wings?,92377002,brown
65517,235192,What is the person doing?,235192001,surfing
65518,361171,Where is this taken?,361171003,city
65519,200839,What season is it?,200839000,summer
65520,444495,Are the leaves large?,444495004,no
65521,392229,What color is the plate?,392229000,white
65522,287186,How many Japanese characters are on the buses display board?,287186000,4
65523,74035,What color are the dogs eyes?,74035003,brown
65524,211825,What time of year is this picture taken?,211825002,summer
65525,326667,Is the bird in flight?,326667004,yes
65526,303971,What sport is on the TV?,303971000,bowling
65527,95063,What color is the hand on the crosswalk?,95063002,red
65528,212116,Is this a modern photo?,212116016,no
65529,320899,Does the covers have a pattern?,320899001,yes
65530,504342,What is the bus number?,504342000,353
65531,445561,Is the plane flying?,445561000,yes
65532,417987,Are the women selling something?,417987000,yes
65533,521282,Is this edible?,521282030,no
65534,286858,What season do these toy's represent?,286858001,spring
65535,108923,Are the birds flying?,108923002,yes
65536,362712,Is there someone sitting?,362712003,yes
65537,376177,Is this fighter jet operational?,376177003,yes
65538,715,How are the drinks being kept cold?,715006,ice
65539,281414,Where is the woman sitting?,281414000,wall
65540,314935,Do both monitors show the same thing?,314935005,no
65541,385154,Is the man hurt?,385154002,yes
65542,130291,Are these people dressed for the beach?,130291004,no
65543,134215,What type of surface is in this picture?,134215002,brick
65544,16903,What shape is the sign?,16903000,square
65545,521370,Where is the flower?,521370001,in boots
65546,78707,Is the player touching the ground?,78707011,yes
65547,437221,What is written on the picture?,437221004,bapp
65548,479723,What are the woman wearing on their feet?,479723001,shoes
65549,71171,Is a beer on the table?,71171003,no
65550,564738,What is the man doing with his right hand?,564738001,holding phone
65551,75884,What game is he playing?,75884004,baseball
65552,219192,What color is the girl's shirt?,219192001,pink
65553,186816,Are any of the guys wearing hats?,186816002,yes
65554,18224,Is she moving fast or slow?,18224000,slow
65555,64439,Does the woman have on a skirt?,64439003,no
65556,544299,Are there any magnets on the fridge?,544299002,no
65557,250022,What is the dog doing?,250022002,looking out window
65558,207548,What kind of jewelry is she wearing?,207548007,earrings
65559,203928,What is soaring in the air?,203928001,kites
65560,349888,What word is shown on the TV?,349888001,family
65561,48728,What kind of footwear does the man have on?,48728007,sandals
65562,352422,What position is the toilet seat in?,352422004,up
65563,547783,How many animals?,547783007,5
65564,495786,Where is this?,495786002,city
65565,224289,What is the name of the bananas?,224289001,chiquita
65566,491497,Is the television turned on?,491497001,yes
65567,186721,Are people sitting on a roof?,186721001,yes
65568,289337,Is it night time?,289337001,no
65569,135158,What is on the ottoman?,135158000,cat
65570,364075,Is one of the giraffes tired?,364075000,yes
65571,60093,Are there any cars?,60093007,yes
65572,373705,What color is the stripe on the fire hydrant?,373705002,yellow
65573,362219,Is the writing on the cup funny?,362219005,yes
65574,75655,Is there a bottle of pineapple juice on the table?,75655004,no
65575,155245,Is this a guy?,155245002,no
65576,280242,What is on the chair?,280242010,jacket
65577,73333,Is this person falling?,73333008,no
65578,539874,What color are the stripes of his tie?,539874001,red and black
65579,217989,Are the dishes colorful?,217989001,yes
65580,512463,Where is this establishment located?,512463005,bathroom
65581,293315,Are these girls or boys?,293315002,girls
65582,348896,Does the sand look moist or dry?,348896000,moist
65583,54039,How many bikes are covered?,54039002,3
65584,399542,Where is this Zebra walking?,399542003,road
65585,304827,Are there magnets on the fridge?,304827001,yes
65586,162035,Are these scissors old or new?,162035002,old
65587,184698,Is the front giraffe's eyes open or closed?,184698000,open
65588,325391,On what side of the street is this street light mounted?,325391000,left
65589,117223,What is the baby doing?,117223000,playing
65590,245664,Are the things on the desk arranged in a tidy way?,245664000,no
65591,352361,What is behind the skiers?,352361006,tree
65592,560794,How many light bulbs do you see?,560794003,6
65593,195648,What kind of trees are these?,195648006,pine
65594,317173,"If I want a hot burrito, will the cat have to move?",317173010,no
65595,315668,Are the sheep running from the car?,315668005,no
65596,376443,What is the dog sleeping on?,376443000,rocks
65597,204536,Are they in a zoo?,204536006,no
65598,477474,What type of computer is this?,477474000,laptop
65599,128034,What type of truck is it?,128034005,food truck
65600,244181,Are the sandwiches the same?,244181003,no
65601,90732,Is the girl supposed to be standing on the stool?,90732001,yes
65602,426686,Are the cows huddled together?,426686003,no
65603,247714,What color are the plants?,247714000,green
65604,200252,What part of the bed are the shoes on?,200252002,foot
65605,348243,Is the animal grazing?,348243002,yes
65606,51339,Are the flowers growing?,51339003,yes
65607,483330,What is in the bowl?,483330004,food
65608,253718,Are there chunks of meat in this dish?,253718004,no
65609,424880,What shape of pan would you cook this in?,424880000,round
65610,500473,Is this an outdoor market?,500473006,no
65611,108243,What's hanging from the tree?,108243002,apples
65612,533449,Is there a bowl on the table?,533449002,yes
65613,141158,Is the sun out?,141158000,no
65614,470386,Is she at home?,470386002,no
65615,1153,How many bananas are there?,1153010,6
65616,11184,What is on the keyboard?,11184009,mouse
65617,219688,Can you park on this intersection?,219688027,no
65618,277961,How many lines are on the zebras?,277961003,150
65619,347557,What is the long thing below their eyes?,347557007,trunk
65620,557339,What is the woman holding?,557339007,cheese
65621,102912,Did these elephants grow up together?,102912002,yes
65622,311789,Is the cat being aggressive?,311789004,no
65623,197499,Would Homer Simpson like this?,197499000,yes
65624,432898,What color are the shirts?,432898017,white
65625,17859,Are the trees high?,17859002,yes
65626,176271,Are the oranges whole?,176271014,yes
65627,75101,What room is this?,75101003,bathroom
65628,336771,What color is the sky?,336771002,blue
65629,86334,How many sets of tracks do you see?,86334003,2
65630,284097,What is the boy holding?,284097013,bat
65631,290113,Is it raining or snowing here?,290113004,snowing
65632,82576,What is the color of the water?,82576001,blue
65633,167668,What does the blue sign say?,167668006,maritime museum
65634,561187,How many animals are there?,561187006,1
65635,26129,Is there a life preserver in the picture?,26129000,yes
65636,197111,Are the cats related?,197111003,yes
65637,501229,What number of stripes does this cat have?,501229003,0
65638,520108,Does the comforter on the bed have a flower pattern?,520108003,yes
65639,334185,How many people in this picture are not wearing purple hats?,334185001,3
65640,117374,Are the two cats the same color?,117374001,no
65641,312692,How do you think it feels to have ridden on this train?,312692004,fine
65642,6180,How many trees are pictured?,6180002,2
65643,207548,Who has blonde hair?,207548000,boy
65644,270175,How many motorcycles are there?,270175002,23
65645,464286,What animals are eating hay?,464286002,cows
65646,192730,Which front feet are on the step?,192730014,cow's
65647,192810,Is this a park?,192810000,no
65648,97899,What number is in gold on the bus?,97899001,75
65649,293125,Is this skier wearing a helmet?,293125002,yes
65650,287506,What color is the man's hat?,287506001,red
65651,37457,Is this animal lost?,37457003,no
65652,76625,What country is this?,76625001,peru
65653,221966,Is the cat wearing a collar?,221966001,yes
65654,286760,What type of bowl is this?,286760000,serving
65655,155451,What color are the lights?,155451003,green and red
65656,219063,How many knobs on the desk?,219063008,3
65657,285607,What is in the sky?,285607001,airplane
65658,541813,Is this a men's or ladies room?,541813001,men's
65659,434060,What kinds of animals are pictured?,434060000,sheep
65660,53697,Is this a clean room?,53697015,no
65661,571585,Where inside the refrigerator is milk usually stored?,571585016,door
65662,216790,Is it dark out?,216790014,no
65663,422432,What color is the truck?,422432001,red
65664,149406,What brand of motorcycle is this?,149406000,honda
65665,307943,What is the man doing?,307943000,skateboarding
65666,573223,How many bead necklaces is the girl wearing?,573223000,0
65667,137490,What is unusual about this picture?,137490000,bird
65668,524280,What color is the eyes cat?,524280001,green
65669,231795,Who many vehicles are covered in snow?,231795000,10
65670,226360,Is this a man eating animal?,226360000,no
65671,83510,Is his shirt short or long sleeved?,83510000,short
65672,290741,Was the photographer most interested in the animal and its perch?,290741000,yes
65673,71920,Where is this woman at?,71920002,flower stand
65674,25972,What color is the couch?,25972003,blue
65675,427997,Does this person appear to be over age 20?,427997009,yes
65676,278977,What is cast?,278977000,shadow
65677,504293,What kind of wall is the bench backing up to?,504293003,none
65678,59000,Is there a computer in the image?,59000000,no
65679,385196,What is everyone riding on?,385196000,skateboards
65680,268742,What are these photos?,268742001,pottery
65681,207545,What is the man playing?,207545001,soccer
65682,388531,What kind of hat is he wearing?,388531014,fedora
65683,364413,Is that a modern telephone?,364413001,no
65684,307573,What room are these cats in?,307573004,living room
65685,571596,Is the door white?,571596000,yes
65686,133251,What breed of dog is this canine?,133251008,collie
65687,348791,Are they feeding each other?,348791000,no
65688,563470,What color is the girl's bat?,563470000,blue
65689,409630,Is there a laptop above the keyboard?,409630015,yes
65690,223738,Is the batter right-handed?,223738004,no
65691,159440,What is the man on the horse jumping over?,159440004,log
65692,497568,What company does this airplane belong to?,497568000,alaska
65693,111988,Is the sun out?,111988004,yes
65694,44743,Are they snowboarding?,44743010,no
65695,554433,What football team is displayed on the large pot?,554433002,saints
65696,174247,Are there numerous cords in the room?,174247002,yes
65697,417285,How many plates are shown?,417285002,3
65698,202810,What brand of soda is on the side of the building?,202810002,coca cola
65699,306229,What is in the sky?,306229019,planes
65700,325867,Does this look like a good day for a picnic?,325867002,no
65701,474751,What is the pink object?,474751003,shirt
65702,197004,Is this food healthy?,197004000,no
65703,555705,How many cats are in this photo?,555705005,2
65704,432607,How many lights?,432607006,1
65705,177419,What color is the hydrant?,177419000,blue
65706,26501,What town is this?,26501002,london
65707,324962,Is the girl's hair the same color as the other woman's?,324962001,yes
65708,124599,What color are the beach chairs?,124599000,green
65709,205863,Is this a cheery scene?,205863000,no
65710,116095,How many cows are in this image?,116095002,7
